overlay	Filename	version	Frames	Character	PreDraw	1ofN	Dir	Open	Beta	Xoffset	Yoffset	Height1	Height2	Height3	Height4	AnimRate	LoopWaitTime	Trans	InitRadius	Radius	Red	Green	Blue	NumDirections	LocalBlood
progressive_damage_2	null	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_damage_3	null	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_steal_1	null	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_steal_2	null	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_steal_3	null	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_other_1	null	100	10	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_other_2	null	100	10	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_other_3	null	100	10	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_fire_1	null	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_fire_2	null	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_fire_3	null	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_fire_2_attack	null	100	14	all	0	1	0	0	0	0	0	0	0	0	0	32	0	3	0	0	0	0	0	1	0
progressive_fire_3_attack	null	100	16	all	0	1	0	0	0	0	0	0	0	0	0	32	0	3	0	0	0	0	0	1	0
progressive_cold_1	null	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_cold_2	null	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_cold_3	null	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_cold_2_attack	null	100	15	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_cold_3_attack	null	100	15	all	0	1	0	0	0	0	0	0	0	0	0	32	0	3	0	0	0	0	0	1	0
progressive_lightning_1	null	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_lightning_2	null	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_lightning_3	null	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_lightning_2_attack	null	100	10	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_lightning_3_attack	null	100	10	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
spirit_of_barbs	null	100	12	all	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
heart_of_wolverine	null	100	30	all	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
impregnated	null	100	10	all	1	1	0	1	1	0	0	0	0	0	0	8	0	3	0	0	0	0	0	1	0
quickness	null	100	9	Assasin	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
venomclaws	null	100	10	Assasin	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
dragonflight	null	100	9	Assasin	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
maul1	null	100	16	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
maul2	null	100	16	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
maul3	null	100	16	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
maul4	null	100	16	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
maul5	null	100	16	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
feralrage1	null	100	16	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
feralrage2	null	100	16	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
feralrage3	null	100	16	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
feralrage4	null	100	16	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
feralrage5	null	100	16	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
shadowwarriorappear	null	100	16	Assasin	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
shadowwarriordeath	null	100	16	Assasin	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
fade	null	100	20	Assasin	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
direwolfcharged	null	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
poisonhit	null	100	8	all	0	1	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0	1	0
baal_on_throne	null	100	11	all	0	1	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0	1	0
death_sentry	null	100	12	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
maul1back	null	100	16	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
maul2back	null	100	16	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
maul3back	null	100	16	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
maul4back	null	100	16	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
maul5back	null	100	16	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
feralrage1back	null	100	16	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
feralrage2back	null	100	16	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
feralrage3back	null	100	16	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
feralrage4back	null	100	16	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
feralrage5back	null	100	16	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
tigerstrike1	null	100	32	all	0	1	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0	1	0
tigerstrike2	null	100	32	all	0	1	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0	1	0
tigerstrike3	null	100	32	all	0	1	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0	1	0
cobrastrike1	null	100	16	Assasin	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
cobrastrike2	null	100	16	Assasin	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
cobrastrike3	null	100	16	Assasin	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
